timestamp,machine_status,is_anomaly,sensor_00,sensor_04,sensor_06,sensor_11,sensor_12
2018-04-01 13:00:00,NORMAL,0,2.448669,633.7963,13.38252,53.24155,36.03606
2018-04-01 13:10:00,NORMAL,0,2.448669,631.8287,13.25231,52.04078,34.918
2018-04-01 13:20:00,NORMAL,0,2.454572,631.0186,13.38252,53.70547,37.14574
2018-04-01 13:30:00,NORMAL,0,2.455556,630.9028,13.41146,53.94229,38.15759
2018-04-01 13:40:00,NORMAL,0,2.448669,635.4166,13.317420000000002,54.21578,38.07428
2018-04-01 13:50:00,NORMAL,0,2.466377,635.4166,13.288479999999998,51.79494,35.35152
2018-04-01 14:00:00,NORMAL,0,2.466377,626.5046,13.43316,52.83517,36.3665
2018-04-01 14:10:00,NORMAL,0,2.466377,617.5926,13.38252,50.47477,35.9193
2018-04-01 14:20:00,NORMAL,0,2.440799,634.8380000000001,13.317420000000002,54.93792,37.38389
2018-04-01 14:30:00,NORMAL,0,2.463426,638.4259,13.41146,54.96142,33.93443
2018-04-01 14:40:00,NORMAL,0,2.445718,641.0880000000001,13.317420000000002,50.499390000000005,40.24833
2018-04-01 14:50:00,NORMAL,0,2.456539,641.2037,13.32465,50.27819,35.33253
2018-04-01 15:00:00,NORMAL,0,2.45162,627.4305,13.38252,49.41561,35.08065
2018-04-01 15:10:00,NORMAL,0,2.453588,627.5463,13.25231,47.5381,35.07009
2018-04-01 15:20:00,NORMAL,0,2.459491,626.1574,13.288479999999998,50.77356,33.4944
2018-04-01 15:30:00,NORMAL,0,2.449653,632.4074,13.30295,53.08562,33.134190000000004
2018-04-01 15:40:00,NORMAL,0,2.46441,638.4259,13.34635,52.9412,34.37285
2018-04-01 15:50:00,NORMAL,0,2.444734,631.4814,13.34635,54.16959,37.560970000000005
2018-04-01 16:00:00,NORMAL,0,2.440799,631.25,13.38252,52.59166,36.26192
2018-04-01 16:10:00,NORMAL,0,2.440799,635.1852,13.288479999999998,51.20029,36.37078
2018-04-01 16:20:00,NORMAL,0,2.460474,621.1805,13.317420000000002,54.30223,36.94014
2018-04-01 16:30:00,NORMAL,0,2.444734,627.6619999999999,13.34635,54.43079,38.46615
2018-04-01 16:40:00,NORMAL,0,2.455556,631.7130000000001,13.288479999999998,49.84747,38.60568
2018-04-01 16:50:00,NORMAL,0,2.453588,629.4734,13.41146,53.60076,33.9752
2018-04-01 17:00:00,NORMAL,0,2.460474,633.5648,13.41146,57.0425,39.62939
2018-04-01 17:10:00,NORMAL,0,2.460474,626.9675,13.02807,52.35336,38.72096
2018-04-01 17:20:00,NORMAL,0,2.445718,634.0278,13.057,52.21803,40.71565
2018-04-01 17:30:00,NORMAL,0,2.466377,631.7130000000001,13.09317,50.73616,37.66939
2018-04-01 17:40:00,NORMAL,0,2.444734,643.0555,13.12211,50.1946,35.27124
2018-04-01 17:50:00,NORMAL,0,2.466377,628.125,13.09317,54.85826,37.19774
2018-04-01 18:00:00,NORMAL,0,2.460474,630.0926,13.057,51.37252,39.18444
2018-04-01 18:10:00,NORMAL,0,2.460474,621.9907,13.14381,52.05541,34.73713
2018-04-01 18:20:00,NORMAL,0,2.446702,637.3843,13.057,51.09206,37.02016
2018-04-01 18:30:00,NORMAL,0,2.455556,641.3194,13.09317,50.32005,38.34426
2018-04-01 18:40:00,NORMAL,0,2.453588,619.2129,13.17274,51.06255,34.06388
2018-04-01 18:50:00,NORMAL,0,2.45162,640.2777,13.09317,52.23927,36.32598
2018-04-01 19:00:00,NORMAL,0,2.448669,631.7130000000001,13.17274,48.49677,35.62011
2018-04-01 19:10:00,NORMAL,0,2.448669,633.7963,12.91956,50.04849,36.98175
2018-04-01 19:20:00,NORMAL,0,2.470313,625.3472,13.09317,51.00946,32.92876
2018-04-01 19:30:00,NORMAL,0,2.441782,640.8564,13.17274,52.47787,36.07895
2018-04-01 19:40:00,NORMAL,0,2.46441,636.3425,13.20168,51.35952,37.67787
2018-04-01 19:50:00,NORMAL,0,2.444734,635.8796,13.15828,49.85819,36.42831
2018-04-01 20:00:00,NORMAL,0,2.446702,633.6805,12.99913,49.94166,34.76147
2018-04-01 20:10:00,NORMAL,0,2.44375,625.8102,13.09317,51.37952,35.96528
2018-04-01 20:20:00,NORMAL,0,2.456539,629.5139,13.12211,51.43143,35.34747
2018-04-01 20:30:00,NORMAL,0,2.459491,641.3195,12.99913,49.52138,35.118109999999994
2018-04-01 20:40:00,NORMAL,0,2.449653,635.1852,12.99913,47.83745,34.54535
2018-04-01 20:50:00,NORMAL,0,2.449653,635.0695,13.057,46.3814,35.86488
2018-04-01 21:00:00,NORMAL,0,2.466377,630.3241,13.12211,45.85448,33.96238
2018-04-01 21:10:00,NORMAL,0,2.468345,624.4213,13.09317,46.47636,36.00602
2018-04-01 21:20:00,NORMAL,0,2.468345,643.7529,13.23061,50.06005,32.31093
2018-04-01 21:30:00,NORMAL,0,2.46441,638.4346,13.15828,48.52485,36.76251
2018-04-01 21:40:00,NORMAL,0,2.440799,628.3564,13.12211,51.43548,33.37198
2018-04-01 21:50:00,NORMAL,0,2.459491,643.0555,13.057,49.21726,36.04375
2018-04-01 22:00:00,NORMAL,0,2.455556,633.1018,13.09317,48.33512,35.38627
2018-04-01 22:10:00,NORMAL,0,2.453588,642.7083,13.12211,47.8171,35.0095
2018-04-01 22:20:00,NORMAL,0,2.463426,628.9352,13.02807,50.73985,35.06793
2018-04-01 22:30:00,NORMAL,0,2.445718,633.3333,13.17274,48.98362,35.17703
2018-04-01 22:40:00,NORMAL,0,2.466377,637.5,13.14381,48.31616,35.36462
2018-04-01 22:50:00,NORMAL,0,2.441782,633.1018,13.14381,51.06846,34.001940000000005
2018-04-01 23:00:00,NORMAL,0,2.441782,632.2916,13.057,50.85905,36.08771
2018-04-01 23:10:00,NORMAL,0,2.444734,637.0369999999999,13.14381,50.81418,35.341390000000004
2018-04-01 23:20:00,NORMAL,0,2.460474,635.4166,13.17274,49.44892,36.60097
2018-04-01 23:30:00,NORMAL,0,2.444734,638.0787,13.02807,49.3779,34.93108
2018-04-01 23:40:00,NORMAL,0,2.455556,633.5648,13.12211,48.977,32.601659999999995
2018-04-01 23:50:00,NORMAL,0,2.45162,639.8495,13.057,49.58739,33.7208
2018-04-02 00:00:00,NORMAL,0,2.459491,639.5833,13.09317,48.769090000000006,34.88964
2018-04-02 00:10:00,NORMAL,0,2.455556,633.1019,13.14381,50.22683,34.43094
2018-04-02 00:20:00,NORMAL,0,2.449653,631.3657,13.09317,50.02534,36.37894
2018-04-02 00:30:00,NORMAL,0,2.468345,631.9445,13.12934,50.75356,36.1533
2018-04-02 00:40:00,NORMAL,0,2.441782,643.5185,13.17274,51.68158,33.69021
2018-04-02 00:50:00,NORMAL,0,2.445718,638.0787,13.14381,50.8558,36.5887
2018-04-02 01:00:00,NORMAL,0,2.460474,641.5509,13.09317,52.13823,35.05106
2018-04-02 01:10:00,NORMAL,0,2.463426,630.0925,13.12211,52.46515,36.45472
2018-04-02 01:20:00,NORMAL,0,2.444734,644.6759,13.12211,54.63242,35.51706
2018-04-02 01:30:00,NORMAL,0,2.453588,637.2686,13.02807,53.46818,37.94634
2018-04-02 01:40:00,NORMAL,0,2.455556,644.3287,13.02807,55.59177,36.27955
2018-04-02 01:50:00,NORMAL,0,2.449653,642.4768,13.09317,55.89982,38.67928
2018-04-02 02:00:00,NORMAL,0,2.444734,645.1389,13.02807,51.46796,39.08729
2018-04-02 02:10:00,NORMAL,0,2.444734,640.8564,13.057,50.63224,37.63037
2018-04-02 02:20:00,NORMAL,0,2.466377,642.4913,13.09317,49.5168,35.66594
2018-04-02 02:30:00,NORMAL,0,2.441782,638.5416,13.12211,47.43634,35.54972
2018-04-02 02:40:00,NORMAL,0,2.460474,630.9028,13.14381,51.99205,32.478359999999995
2018-04-02 02:50:00,NORMAL,0,2.445718,635.6481,13.14381,51.24161,36.01854
2018-04-02 03:00:00,NORMAL,0,2.45162,633.9902,13.12211,48.87099,34.94546
2018-04-02 03:10:00,NORMAL,0,2.449653,638.3102,13.057,48.797740000000005,34.39488
2018-04-02 03:20:00,NORMAL,0,2.453588,647.1064,13.12211,50.85786,35.99685
2018-04-02 03:30:00,NORMAL,0,2.458507,639.6991,13.02807,51.78666,34.50388
2018-04-02 03:40:00,NORMAL,0,2.445718,637.8472,13.09317,52.533280000000005,34.2276
2018-04-02 03:50:00,NORMAL,0,2.466377,633.7963,13.67911,53.73859,38.25386
2018-04-02 04:00:00,NORMAL,0,2.46441,644.9073,13.614,51.52811,35.17532
2018-04-02 04:10:00,NORMAL,0,2.466377,631.9445,13.55613,47.02119,36.72025
2018-04-02 04:20:00,NORMAL,0,2.444734,645.4861,13.53443,49.14821,30.2826
2018-04-02 04:30:00,NORMAL,0,2.460474,632.7546,13.5923,51.42091,36.06446
2018-04-02 04:40:00,NORMAL,0,2.445718,644.3287,13.65017,51.36589,35.46589
2018-04-02 04:50:00,NORMAL,0,2.453588,637.5,13.64294,49.56636,36.7933
2018-04-02 05:00:00,NORMAL,0,2.45162,636.6898,13.59954,50.49635,33.82768
2018-04-02 05:10:00,NORMAL,0,2.45162,640.3936,13.55613,51.64137,34.63043
2018-04-02 05:20:00,NORMAL,0,2.460474,643.1337,13.628470000000002,47.63205,35.450590000000005
2018-04-02 05:30:00,NORMAL,0,2.449653,647.2222,13.5272,50.24435,33.80404
2018-04-02 05:40:00,NORMAL,0,2.466377,641.0879,13.55613,51.80893,36.73391
2018-04-02 05:50:00,NORMAL,0,2.441782,643.1713,13.5272,49.43418,33.86357
2018-04-02 06:00:00,NORMAL,0,2.444734,637.6157,13.614,50.97596,30.85702
2018-04-02 06:10:00,NORMAL,0,2.444734,637.8472,13.5923,50.80433,32.5774
2018-04-02 06:20:00,NORMAL,0,2.459491,643.4027,13.64294,50.2948,35.64782
2018-04-02 06:30:00,NORMAL,0,2.448669,638.4259,13.65017,48.29205,34.64352
2018-04-02 06:40:00,NORMAL,0,2.453588,639.0046,13.614,53.97128000000001,33.60268
2018-04-02 06:50:00,NORMAL,0,2.455556,650.9259,13.614,53.66113000000001,38.77393
2018-04-02 07:00:00,NORMAL,0,2.46441,623.0324,13.614,53.841,37.72788
2018-04-02 07:10:00,NORMAL,0,2.463426,639.3519,13.53443,54.22071,35.40612
2018-04-02 07:20:00,NORMAL,0,2.445718,640.5093,13.55613,51.75025,37.8207
2018-04-02 07:30:00,NORMAL,0,2.466377,640.5093,13.5923,49.36343,36.3683
2018-04-02 07:40:00,NORMAL,0,2.445718,626.6204,13.53443,50.27043,38.65315
2018-04-02 07:50:00,NORMAL,0,2.463426,635.1852,13.64294,53.15056,35.89545
2018-04-02 08:00:00,NORMAL,0,2.458507,644.0972,13.68634,54.07462,38.30436
2018-04-02 08:10:00,NORMAL,0,2.459491,633.6805,13.53443,49.74899,36.07447
2018-04-02 08:20:00,NORMAL,0,2.449653,645.0231,13.53443,53.914280000000005,36.56396
2018-04-02 08:30:00,NORMAL,0,2.453588,639.6990000000001,13.59954,55.47393,33.66128
2018-04-02 08:40:00,NORMAL,0,2.456539,627.8936,13.49826,50.14108,37.66881
2018-04-02 08:50:00,NORMAL,0,2.449653,638.0787,13.628470000000002,51.60377,36.8193
2018-04-02 09:00:00,NORMAL,0,2.448669,632.4073,13.5923,54.65921,38.16745
2018-04-02 09:10:00,NORMAL,0,2.448669,649.3055,13.64294,54.54149,36.58765
2018-04-02 09:20:00,NORMAL,0,2.465394,634.2593,13.5923,48.87975,39.84883
2018-04-02 09:30:00,NORMAL,0,2.445718,643.4028,13.56337,49.82979,33.61084
2018-04-02 09:40:00,NORMAL,0,2.466377,638.5416,13.59954,53.42851999999999,36.88757
2018-04-02 09:50:00,NORMAL,0,2.444734,632.7546,13.5923,49.13599,39.1958
2018-04-02 10:00:00,NORMAL,0,2.453588,636.8055,13.614,46.71029,35.32032
2018-04-02 10:10:00,NORMAL,0,2.45162,637.2684,13.5055,50.049890000000005,35.58186
2018-04-02 10:20:00,NORMAL,0,2.449653,645.0231,13.56337,49.39379,34.88177
2018-04-02 10:30:00,NORMAL,0,2.454572,632.2916,13.64294,51.06802,34.48058
2018-04-02 10:40:00,NORMAL,0,2.449653,636.9213,13.74421,53.23661,36.89963
2018-04-02 10:50:00,NORMAL,0,2.466377,645.8334,13.56337,50.97593,38.41642
2018-04-02 11:00:00,NORMAL,0,2.466377,640.625,13.628470000000002,48.26187,37.30603
2018-04-02 11:10:00,NORMAL,0,2.466377,638.6573,13.614,48.67502,34.50566
2018-04-02 11:20:00,NORMAL,0,2.440799,643.6343,13.614,50.39452,34.7248
2018-04-02 11:30:00,NORMAL,0,2.46441,634.375,13.56337,51.50808,36.69177
2018-04-02 11:40:00,NORMAL,0,2.445718,638.8889,13.70804,49.89448,36.77357
2018-04-02 11:50:00,NORMAL,0,2.455556,634.6064,13.5923,50.17086,36.17358
2018-04-02 12:00:00,NORMAL,0,2.45162,633.9119999999999,13.5923,51.00778,35.38836
2018-04-02 12:10:00,NORMAL,0,2.453588,636.1111,13.56337,50.95796,33.3407
2018-04-02 12:20:00,NORMAL,0,2.463426,637.9630000000001,13.55613,48.08659,36.99365
2018-04-02 12:30:00,NORMAL,0,2.44375,640.8159,13.614,50.71809,35.778240000000004
2018-04-02 12:40:00,NORMAL,0,2.468345,641.6666,13.614,47.56629,38.12644
2018-04-02 12:50:00,NORMAL,0,2.441782,643.1713,13.628470000000002,53.03315,36.04444
2018-04-02 13:00:00,NORMAL,0,2.436863,642.7083,13.64294,51.85397,36.86008
2018-04-02 13:10:00,NORMAL,0,2.4398150000000003,642.3611,13.55613,55.609190000000005,35.951809999999995
2018-04-02 13:20:00,NORMAL,0,2.4614580000000004,647.8009,13.34635,52.07108,36.722190000000005
2018-04-02 13:30:00,NORMAL,0,2.448669,647.4537,13.317420000000002,51.902,36.83256
2018-04-02 13:40:00,NORMAL,0,2.455556,633.9265,13.4838,55.53408,33.92304
2018-04-02 13:50:00,NORMAL,0,2.456539,642.4768,13.288479999999998,52.35494,39.21917
2018-04-02 14:00:00,NORMAL,0,2.468345,638.6573,13.12211,48.7313,34.82581
2018-04-02 14:10:00,NORMAL,0,2.445718,638.3102,13.09317,51.95623,33.70507
2018-04-02 14:20:00,NORMAL,0,2.445718,634.8380000000001,13.06424,57.069390000000006,36.24689
2018-04-02 14:30:00,NORMAL,0,2.470313,645.7175,13.12934,54.43609,35.90984
2018-04-02 14:40:00,NORMAL,0,2.438831,642.8241,13.14381,52.20084,36.30641
2018-04-02 14:50:00,NORMAL,0,2.463426,637.1528,13.14381,56.11442,34.83405
2018-04-02 15:00:00,NORMAL,0,2.455556,645.3704,13.057,54.93823,38.42756
2018-04-02 15:10:00,NORMAL,0,2.456539,654.6296,13.0353,53.87586999999999,34.64806
2018-04-02 15:20:00,NORMAL,0,2.450637,641.5509,12.97743,55.63985,34.58024
2018-04-02 15:30:00,NORMAL,0,2.455556,642.0139,13.09317,56.07988,35.46942
2018-04-02 15:40:00,NORMAL,0,2.46441,634.2593,13.14381,52.74036,33.180209999999995
2018-04-02 15:50:00,NORMAL,0,2.445718,635.8796,13.09317,51.781490000000005,40.17656
2018-04-02 16:00:00,NORMAL,0,2.440799,629.9768,12.97743,52.38762,35.4071
2018-04-02 16:10:00,NORMAL,0,2.441782,618.1713,13.1004,57.82887,36.54679
2018-04-02 16:20:00,NORMAL,0,2.336516,621.2963,13.02807,51.93107,37.72941
2018-04-02 16:30:00,NORMAL,0,2.363079,630.4398,13.09317,54.2024,35.82484
2018-04-02 16:40:00,NORMAL,0,2.336516,621.7593,13.14381,56.66721,34.82827
2018-04-02 16:50:00,NORMAL,0,2.350289,628.3564,13.02807,57.39854,37.03368
2018-04-02 17:00:00,NORMAL,0,2.3375,636.8055,13.1004,51.57928,38.5791
2018-04-02 17:10:00,NORMAL,0,2.3375,634.8379,13.057,53.52291,33.34922
2018-04-02 17:20:00,NORMAL,0,2.362095,620.8333,13.17274,56.7455,36.60825
2018-04-02 17:30:00,NORMAL,0,2.3375,625.8102,13.10764,50.68237,34.37539
2018-04-02 17:40:00,NORMAL,0,2.351273,628.0093,12.97743,47.00507,33.86291
2018-04-02 17:50:00,NORMAL,0,2.355208,616.5509,13.02807,49.9384,28.49436
2018-04-02 18:00:00,NORMAL,0,2.35816,632.0602,13.09317,52.32568,33.45044
2018-04-02 18:10:00,NORMAL,0,2.360127,615.9722,13.17274,52.85227,32.74159
2018-04-02 18:20:00,NORMAL,0,2.340451,625.2314,13.14381,49.53306,33.41727
2018-04-02 18:30:00,NORMAL,0,2.392593,626.3889,13.057,50.06107,30.53633
2018-04-02 18:40:00,NORMAL,0,2.3857060000000003,628.7037,13.12211,53.17391,34.05784
2018-04-02 18:50:00,NORMAL,0,2.376852,624.8843,12.99913,52.17883,32.48209
2018-04-02 19:00:00,NORMAL,0,2.381771,612.8472,13.09317,49.96889,31.03716
2018-04-02 19:10:00,NORMAL,0,2.391609,625.2315,13.0353,53.3745,31.992420000000003
2018-04-02 19:20:00,NORMAL,0,2.389641,641.8982,13.12211,53.59553,31.53195
2018-04-02 19:30:00,NORMAL,0,2.374884,630.9028,13.12211,53.54226,36.78059
2018-04-02 19:40:00,NORMAL,0,2.374884,634.4907,13.14381,50.48919,33.6779
2018-04-02 19:50:00,NORMAL,0,2.396528,637.2686,13.12211,50.7632,33.98547
2018-04-02 20:00:00,NORMAL,0,2.381771,633.5648,13.09317,51.7074,32.71927
2018-04-02 20:10:00,NORMAL,0,2.374884,629.3981,13.14381,50.69727,34.745709999999995
2018-04-02 20:20:00,NORMAL,0,2.376852,629.0509,13.34635,48.09645,33.59816
2018-04-02 20:30:00,NORMAL,0,2.395544,645.0232,13.38252,51.81695,35.29578
2018-04-02 20:40:00,NORMAL,0,2.387674,639.2361,13.38252,47.164640000000006,32.95333
2018-04-02 20:50:00,NORMAL,0,2.376852,630.6713,13.23061,51.21779,33.80805
2018-04-02 21:00:00,NORMAL,0,2.380787,630.9028,13.41146,51.71959,36.20572
2018-04-02 21:10:00,NORMAL,0,2.395544,634.4907,13.317420000000002,49.36156,36.12765
2018-04-02 21:20:00,NORMAL,0,2.391609,646.9907,13.317420000000002,47.23239,34.31252
2018-04-02 21:30:00,NORMAL,0,2.375868,629.9769,13.43316,55.27746,33.34552
2018-04-02 21:40:00,NORMAL,0,2.374884,626.1574,13.38252,53.40951999999999,36.73481
2018-04-02 21:50:00,NORMAL,0,2.392593,618.9814,13.34635,49.12545,35.417559999999995
2018-04-02 22:00:00,NORMAL,0,2.3857060000000003,631.9445,13.41146,48.71163,31.60518
2018-04-02 22:10:00,NORMAL,0,2.376852,641.7824,13.38252,50.6545,31.55527
2018-04-02 22:20:00,NORMAL,0,2.372917,634.1436,13.288479999999998,51.60989,32.89343
2018-04-02 22:30:00,NORMAL,0,2.396528,626.9676,13.25231,52.02622,34.17566
2018-04-02 22:40:00,NORMAL,0,2.390625,636.1111,13.38252,51.18065,34.68378
2018-04-02 22:50:00,NORMAL,0,2.396528,631.9445,13.288479999999998,50.34074,35.0372
2018-04-02 23:00:00,NORMAL,0,2.41522,649.7685,13.34635,54.17506,33.26085
2018-04-02 23:10:00,NORMAL,0,2.396528,630.5555,13.41869,54.77804,34.995909999999995
2018-04-02 23:20:00,NORMAL,0,2.392593,621.5278,13.38976,52.70255,11.4418
2018-04-02 23:30:00,NORMAL,0,2.395544,633.2176,13.23061,48.8821,9.429997
2018-04-02 23:40:00,NORMAL,0,2.395544,634.2593,13.38252,48.71249,7.621252
2018-04-02 23:50:00,NORMAL,0,2.396528,632.6389,13.34635,52.139790000000005,8.189148
2018-04-03 00:00:00,NORMAL,0,2.400463,637.0369999999999,13.34635,53.26235,37.95984
2018-04-03 00:10:00,NORMAL,0,2.405382,631.9445,13.53443,51.235690000000005,36.66727
2018-04-03 00:20:00,NORMAL,0,2.40735,626.2731,13.55613,57.41459,34.376459999999994
2018-04-03 00:30:00,NORMAL,0,2.4142360000000003,640.2778,13.59954,53.99553,36.96257
2018-04-03 00:40:00,NORMAL,0,2.417187,640.9722,13.614,50.85983,35.40638
2018-04-03 00:50:00,NORMAL,0,2.417187,633.1018,13.55613,53.09255,34.97795
2018-04-03 01:00:00,NORMAL,0,2.392593,620.3704,13.56337,57.68468000000001,38.50445
2018-04-03 01:10:00,NORMAL,0,2.41522,629.8611,13.5923,55.19921,41.0183
